Project ID,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim/Interconnection Service/Generation Interconnection Agreement,Interim/Interconnection Service/Generation Interconnection Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Submitted Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Commercial Operation Milestone,Actual In Service Date,Attachment Type,Alternate Project,Sliding Project
T09 692342,PJM-CIN,,,,Withdrawn,,400.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/692342_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/10/2007,11/1/2007,11/1/2008,,11/13/2007,,,,,FF,No,
T10,Cranes Corner 34.5KV,Stafford Regional LF,VA,Stafford,Deactivated,Dominion,3.0,3.0,3.0,3.0,Capacity,Generation Interconnection,Methane,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t10_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t10_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t10_isa.pdf,Document Posted,,,Not Required,,,2/3/2009,8/15/2007,,,2/6/2009,,,6/1/2008,6/1/2008,6/1/2008,N,No,
T100,Grover-East Towanda 230 kV,,PA,Bradford,Withdrawn,PENELEC,200.0,200.0,40.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t100_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,11/12/2007,,,,10/15/2008,Customer Initiated Withdrawal,9/30/2009,,,N,No,
T101,Glassrock 69kV,,OH,Perry,Withdrawn,AEP,6.4,6.4,6.4,,Capacity,Generation Interconnection,Methane,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t101_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t101_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,11/12/2007,,,,5/21/2008,,11/1/2008,,,N,No,
T102,Sunbury 69kV,Sunbury #1,PA,Snyder,In Service,PPL,160.0,10.0,10.0,10.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t102_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t102_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t102_isa.pdf,Document Posted,,,Not Required,,,,11/13/2007,,,,,,10/30/2007,,9/2/2008,N,No,
T103,Sunbury 69kV,Sunbury #1,PA,Snyder,In Service,PPL,160.0,10.0,10.0,10.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t103_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t103_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t103_isa.pdf,Document Posted,,,Not Required,,,,11/13/2007,,,,,,10/30/2007,,9/2/2008,N,No,
T104,Gosport 115kV,SPSA Navy Power Plant,VA,City of Portsmouth,Deactivated,Dominion,50.0,20.0,,20.0,Energy,Generation Interconnection,Other,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t104_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t104_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t104_isa.pdf,Document Posted,,,Not Required,,,,11/15/2007,,,,,,4/1/2008,,4/1/2008,N,No,
T105,Pontiac Midpoint-Wilton Center 350 MW,,IL,Livingston,Withdrawn,ComEd,350.0,350.0,70.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t105_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t105_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,11/20/2007,,,,12/20/2012,Customer Initiated Withdrawal,12/31/2012,12/31/2012,,N,No,
T106,Lee County,,IL,Bureau,Withdrawn,ComEd,140.0,140.0,28.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t106_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,11/21/2007,,,,4/27/2010,Customer Milestone Not Met,12/31/2008,,,N,No,
T107,Essex 230kV,Newark Energy Center,NJ,Essex,In Service,PSEG,675.0,625.0,625.0,625.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t107_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t107_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/t107_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t107_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t107_csa.pdf,Document Posted,,,7/15/2014,11/21/2007,,,,,,3/31/2016,3/31/2016,6/29/2015,N,No,
T108,Archbald 69kV,Archbald Generating Station,PA,Lackawanna,In Service,PPL,9.2,9.2,9.2,9.2,Capacity,Generation Interconnection,Methane,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t108_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t108_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t108_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t108_csa.pdf,Document Posted,,,,11/29/2007,,,11/13/2009,,,1/25/2010,1/25/2010,1/25/2010,N,No,
T109,Keystone 500kV,Keystone Generating Station,PA,Indiana,In Service,PENELEC,918.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t109_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t109_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t109_isa.pdf,Document Posted,,,Not Required,,,,12/3/2007,,,,,,8/23/2010,8/23/2010,8/23/2010,N,No,
T11,Laurel-Sussex 69kV,Southern LF Units 1-5,DE,Sussex,In Service,DPL,5.0,5.0,5.0,5.0,Capacity,Generation Interconnection,Methane,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t11_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t11_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t11_isa.pdf,Document Posted,,,Not Required,,,,8/15/2007,,,,,,5/21/2010,5/21/2010,5/21/2010,N,No,
T110,Keystone 500kV,Keystone Generating Station,PA,Indiana,In Service,PENELEC,916.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t110_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t110_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t110_isa.pdf,Document Posted,,,Not Required,,,,12/3/2007,,,,,,8/23/2010,8/23/2010,8/23/2010,N,No,
T111,Buchanan Hydro-Niles 69kV,Southeast Berrien LF,MI,Berrien,In Service,AEP,6.4,6.4,6.4,4.8,Capacity,Generation Interconnection,Methane,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t111_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t111_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t111_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t111_csa.pdf,Document Posted,,,,12/12/2007,,,,,,5/29/2009,5/29/2009,5/29/2009,N,No,
T112,Morrisville-Loudoun 500kV,,VA,Fauquier,Withdrawn,Dominion,0.0,,,,Energy,Merchant Transmission,,AC,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/merch-feas_docs/t112_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/merch-impact-studies/t112_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,12/12/2007,,,,7/28/2009,Customer Initiated Withdrawal,10/1/2010,10/1/2010,,S,No,
T113,Richmond 230kV,,PA,Philadelphia,Withdrawn,PECO,132.0,16.0,16.0,,Capacity,Generation Interconnection,Oil,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t113_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t113_imp.pdf,Document Posted,,Not Required,,Withdrawn,,,,,,,12/14/2007,,,,11/10/2008,Customer Initiated Withdrawal,5/31/2010,,,N,No,
T114,Croydon 230kV,,PA,Bucks,Withdrawn,PECO,600.0,32.5,32.5,,Capacity,Generation Interconnection,Oil,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t114_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,12/14/2007,,,,2/20/2008,Customer Milestone Not Met,5/31/2010,,,N,No,
T115,Croydon 230kV,,PA,Bucks,Withdrawn,PECO,600.0,32.5,32.5,,Capacity,Generation Interconnection,Oil,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t115_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,12/14/2007,,,,2/20/2008,Customer Milestone Not Met,5/31/2010,,,N,No,
T116,LaSalle 1,,IL,Lasalle,Withdrawn,ComEd,1151.0,18.0,18.0,,Capacity,Generation Interconnection,Nuclear,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t116_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,12/17/2007,,,,3/19/2010,Customer Milestone Not Met,3/1/2008,,,N,No,
T117,Hunlock Creek 69kV,Hunlock Creek,PA,Luzerne,In Service,UGI,126.0,126.0,126.0,126.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t117_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t117_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t117_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t117_csa.pdf,Document Posted,,,,12/17/2007,,,,,,6/30/2011,6/30/2011,1/31/2011,N,No,
T118,Linwood 230kV,"Phillips Island CT1, CT2, CT3, CT4",PA,Delaware,In Service,PECO,840.0,10.0,10.0,10.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t118_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t118_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t118_isa.pdf,Document Posted,,,Not Required,,,,12/19/2007,,,,,,9/30/2009,9/30/2009,9/30/2009,N,No,
T119,Metuchen 230kV,,NJ,Middlesex,Withdrawn,PSEG,600.0,600.0,600.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t119_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t119_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,12/20/2007,,,,12/21/2009,Customer Milestone Not Met,1/1/2011,,,N,No,
T12,Kent-Harrington 69kV,Central LF Units 1-4,DE,Kent,In Service,DPL,4.25,4.0,4.0,3.0,Capacity,Generation Interconnection,Methane,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t12_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t12_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t12_isa.pdf,Document Posted,,,Not Required,,,,8/15/2007,,,,,,8/14/2007,,10/1/2007,N,No,
T120,Kankakee #3 138kV,,IL,Iroquois,Withdrawn,ComEd,250.0,250.0,50.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t120_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,12/28/2007,,,,6/30/2010,Customer Initiated Withdrawal,12/31/2012,12/31/2012,,N,No,
T121,Potter-Gold 115kV,Potter Wind Farm,PA,Potter,Withdrawn,PENELEC,75.0,75.0,15.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t121_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t121_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/t121_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t121_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t121_csa.pdf,Document Posted,,,,12/28/2007,,,,2/22/2016,Customer Initiated Withdrawal,12/31/2017,12/31/2017,,N,No,
T122,Ocean Bay 138kV,,MD,Worcester,Withdrawn,DPL,600.0,600.0,120.0,,Capacity,Generation Interconnection,Offshore Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t122_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t122_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,12/28/2007,,,,7/30/2009,Customer Initiated Withdrawal,6/1/2015,,,N,No,
T123,Mickleton 230kV,,NJ,Gloucester,Withdrawn,AEC,440.0,440.0,440.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t123_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,1/2/2008,,,,5/29/2009,Customer Initiated Withdrawal,6/1/2012,,,N,No,
T124,Latham-Pontiac I 345kV,,IL,McLean,Withdrawn,ComEd,200.0,200.0,40.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t124_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t124_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,1/2/2008,,,,11/27/2012,Customer Initiated Withdrawal,12/31/2012,12/31/2012,,N,No,
T125,Latham-Pontiac II 345kV,,IL,McLean,Withdrawn,ComEd,200.0,200.0,40.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t125_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t125_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,1/2/2008,,,,11/27/2012,Customer Initiated Withdrawal,12/31/2013,12/31/2013,,N,No,
T126,Olive-Dequine 345kV,"Meadow Lake WF II, Meadow Lake WF III",IN,Benton,In Service,AEP,200.0,200.0,40.0,200.0,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t126_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t126_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t126_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t126_csa.pdf,Document Posted,,,,1/2/2008,,,,,,10/28/2010,10/28/2010,10/28/2010,N,No,
T127,Olive-Dequine 345kV,Meadow Lake WF 4 - 5,IN,White,In Service,AEP,200.0,200.0,31.8,200.0,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t127_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t127_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t127_isa.pdf,Document Posted,,,Not Required,,,,1/2/2008,,,,,,12/31/2017,12/31/2017,10/30/2010,N,No,
T128,Masontown 500kV,,PA,Fayette,Withdrawn,APS,700.0,700.0,700.0,,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t128_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,1/7/2008,,,,6/2/2008,Customer Milestone Not Met,1/1/2012,,,N,No,
T129,Printz 230kV,Liberty,PA,Delaware,In Service,PECO,541.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t129_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t129_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t129_isa.pdf,Document Posted,,,Not Required,,,,1/8/2008,,,,,,12/1/2008,12/1/2008,12/1/2008,N,No,
T13 707849,PJM-MECS,,,,Withdrawn,,400.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/707849_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/15/2007,11/1/2007,11/1/2008,,11/13/2007,,,,,FF,No,
T130,Maddox Creek-RP Mone 345 kV ,,OH,Paulding,Withdrawn,AEP,300.0,300.0,60.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t130_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t130_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/t130_fac.pdf,Document Posted,,Withdrawn,,,Withdrawn,,,,1/9/2008,,,,1/26/2015,Customer Initiated Withdrawal,12/31/2016,12/31/2016,,N,No,
T131,Lincoln-Sterling  138kV,Timber Road III,OH,Paulding,In Service,AEP,150.0,150.0,30.0,150.0,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t131_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t131_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/t131_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t131_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t131_csa.pdf,Document Posted,,,,1/9/2008,,,,,,12/31/2017,12/31/2017,11/23/2016,N,No,
T132,Cloverdale-Lexington 500kV,,VA,Botetourt,Withdrawn,AEP,0.0,,,,Energy,Merchant Transmission,,AC,,,,Withdrawn,,,,,,,,,,,,,1/9/2008,,,,12/9/2009,Customer Initiated Withdrawal,6/1/2009,,,S,No,
T133,Chalk Point-Bowie 230kV,Powell Generation Facility,MD,Prince George's,Withdrawn,PEPCO,225.0,225.0,225.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t133_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t133_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/t133_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t133_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t133_csa.pdf,Document Posted,,,,1/10/2008,,,,9/25/2014,Customer Initiated Withdrawal,7/31/2018,7/31/2018,,N,No,
T134,Chalk Point-Bowie 230kV,Powell Generation Facility,MD,Prince George's,Withdrawn,PEPCO,325.0,325.0,325.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t134_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t134_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/t134_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t134_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t134_csa.pdf,Document Posted,,,,1/10/2008,,,,9/25/2014,Customer Initiated Withdrawal,7/31/2018,7/31/2018,,N,No,
T135,Chambers 230kV,,NJ,Salem,Withdrawn,AEC,240.0,15.0,15.0,,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t135_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t135_imp.pdf,Document Posted,,Not Required,,Not Required,,,Not Required,,,,1/10/2008,,,,4/28/2009,Queue Not Required,1/7/2008,,,N,No,
T136 852816,MECS-PJM,,,,Withdrawn,,350.0,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,1/9/2008,6/1/2008,6/1/2009,,1/29/2008,,,,,FF,No,
T137 852819,MECS-PJM,,,,Withdrawn,,350.0,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,1/9/2008,6/1/2008,6/1/2009,,1/29/2008,,,,,FF,No,
T138 852821,MECS-PJM,,,,Withdrawn,,300.0,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,1/9/2008,6/1/2008,6/1/2009,,1/29/2008,,,,,FF,No,
T139 853465,FE-PJM,,,,Withdrawn,,707.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/853465_ltf1.pdf,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-2/853465_ltf2.pdf,Executed Agreement and/or Study,,Withdrawn,https://www.pjm.com/pjmfiles/N/A,,,,,,,,1/10/2008,6/1/2008,6/1/2009,,9/18/2009,,,,,FF,No,
T14 707852,PJM-WEC,,,,Withdrawn,,400.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/707852_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/15/2007,11/1/2007,11/1/2008,,11/13/2007,,,,,FF,No,
T140 853531,FE-PJM,,,,Withdrawn,,2510.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/853531_ltf1.pdf,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-2/853531_ltf2.pdf,Executed Agreement and/or Study,,Withdrawn,https://www.pjm.com/pjmfiles/N/A,,,,,,,,1/10/2008,6/1/2008,6/1/2009,,11/4/2008,,,,,FF,No,
T141 853853,PJM-MEC,,,,Withdrawn,,100.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/853853_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,1/11/2008,6/1/2008,6/1/2013,,4/14/2008,,,,,FF,No,
T142,Southwest Lima-Marysville 345kV,Van Wert II,OH,Hardin,Withdrawn,AEP,300.0,300.0,60.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t142_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t142_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/t142_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t142_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/t142_csa.pdf,Document Posted,,,,1/15/2008,,,,9/18/2018,,12/31/2019,12/31/2019,,N,No,
T143,Hennepin,,IL,Putnam,Withdrawn,ComEd,250.0,250.0,50.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t143_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t143_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,1/16/2008,,,,11/16/2015,Customer Initiated Withdrawal,12/31/2016,12/31/2016,,N,No,
